4.750963328338207420e-06,1.984944415018286279e-01,6.864346469294571040e-01,2.287023335979131503e-02,8.629150039576419001e-05,8.537553768717234259e-01
3.066484758797620614e-06,2.100141181946546254e-01,2.498521534138028244e+00,2.189187854715656315e-02,7.441067073255151830e-05,9.467664490064284788e-01
2.912364214074476908e-06,1.190755731181603570e-02,4.096485329058968672e-01,2.562643316062165888e-02,2.296728484264754975e-04,1.190863255461002357e+00
1.822700410190184666e-06,2.380912633420871269e-02,5.173664283861907354e-01,3.395263596082621904e-02,2.368223300379550581e-04,4.455361984728169467e-01
1.876468394296905024e-06,1.010899245014683506e-01,1.734314018573174687e+00,2.756920450796190164e-02,1.288210662001649707e-04,1.391183815377261990e+00
2.184250526391063137e-06,1.964438369316640343e-01,1.396995535565802582e+00,3.942269405507844993e-02,3.153753457267738781e-04,4.824768962248797144e-01
4.628378884407314929e-06,2.784202154320228884e-01,1.113845581427134634e+00,1.034329980667027249e-02,3.525209311354606662e-04,1.326969191140099369e+00
4.879538399027258890e-06,4.826402719640530969e-02,2.225248224927825369e+00,2.871546144985386365e-02,3.267136614842878779e-04,1.294096119278815848e+00
3.302897687449163721e-06,1.553600130797719581e-01,1.623188608891321438e+00,3.264361513198399400e-02,1.890796201850161729e-04,7.807681574385084700e-01
3.599535694103560896e-06,2.585224008840719678e-01,3.064032573337224230e-01,3.621393157542548286e-02,3.211523721011708436e-04,1.051168569116587292e+00
3.476363988614648289e-06,3.952861633285227605e-02,1.226067306344347241e+00,3.469783718320863797e-02,4.526175483535919649e-04,1.336005787787589494e+00
3.234949594386099907e-06,2.371672491757571555e-01,1.674650829446476807e+00,2.897442898739756648e-02,3.712926391203808137e-04,1.286266401606669163e+00
2.631674928573949779e-06,1.269403847117324957e-01,2.367347475108893651e+00,1.989150662007611522e-02,1.664894675760973859e-04,5.488957800639916451e-01
2.091506545447565148e-06,6.065422776105545977e-02,2.312494913243114514e+00,4.563887706309909670e-02,3.790360878789902389e-04,7.210464572647687920e-01
3.716215438807101679e-06,8.791468883177434857e-02,1.870003716951118777e+00,3.360139939426984301e-02,3.645431458403972091e-04,5.191392881820025007e-01
4.995183418002038633e-06,1.152497996169546679e-01,1.777251966184443921e+00,3.772830936592729001e-02,2.511648213268172767e-04,1.259322568111763019e+00
2.150742410971929551e-06,2.851333062700265319e-01,7.479308625999444571e-01,8.849672566859447670e-03,4.049949992795291785e-04,6.701902063597505732e-01
5.194860284894329939e-06,1.035008754225567873e-01,1.838516138513824005e+00,4.361733660569571541e-02,2.548426868210998007e-04,1.367436614533213746e+00
4.436462161097368198e-06,2.928601822393739895e-01,7.844556466500931524e-01,4.864489176015687755e-02,2.416812477820066019e-04,1.016683244414434029e+00
4.547092904275188022e-06,2.045160615321640618e-01,3.339076699742023480e-01,5.197297446807910143e-03,9.513429316894826573e-05,1.414908484468669236e+00
3.176081351016532150e-06,1.398218104974294773e-01,4.627357494163421014e-01,4.040230005329190771e-02,4.971825731117636513e-04,4.555342021587804324e-01
1.581215996056034619e-06,1.255475135627309446e-01,9.319536756576636272e-01,2.383139314921212115e-02,1.239245083569826228e-04,1.223236317018907560e+00
3.621658841352253551e-06,5.986262108031561134e-03,6.547084649376262444e-01,3.171348684230138743e-02,1.082762974481529458e-04,8.340907916544264555e-01
5.242066646996651674e-06,2.434728757948087796e-01,1.181053314705847512e+00,1.923172145568862595e-02,2.680142025157089135e-04,5.241049400872488384e-01
4.685899137223311811e-06,2.490203711317072188e-01,2.443144753529794322e+00,4.147412234431513411e-02,1.730204320289901044e-04,1.107061528475848267e+00
5.167063624331640733e-06,2.291021888372866133e-01,1.052938747939987429e+00,4.777153162842860679e-02,2.207583077320782530e-04,1.446015983334556498e+00
5.454306086269412247e-06,1.358012824200216517e-01,1.977765391530408312e+00,5.861087232716867546e-03,3.364152146143709358e-04,1.027344751329846817e+00
